Name,RT,Volume,Log P,Anchor,prefix,suffix,a,b,c,prefix_d,prefix_e,prefix_f,sugar_count,classification,outlier_reason,regression_group,priority_series,regression_r_squared,regression_equation,regression_p_value
GM2(36:1;O2),10.05,26542,5.59,F,GM2,(36:1;O2),36,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(36:2;O2),8.093,44213,4.66,F,GM2,(36:2;O2),36,2,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(36:2;O2),9.013,38876,4.66,F,GM2,(36:2;O2),36,2,O2,G,M,2,4,outlier,sugar_count_rule,,,,,
GM2(37:1;O2),9.957,32740,6.13,F,GM2,(37:1;O2),37,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:0;O2),11.335,72731,7.19,F,GM2,(38:0;O2),38,0,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:0;O2),12.191,36260,7.19,F,GM2,(38:0;O2),38,0,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:1;O2),10.693,1339540,6.68,F,GM2,(38:1;O2),38,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:1;O2),11.615,739679,6.68,F,GM2,(38:1;O2),38,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:1;O2),11.919,149628,6.68,F,GM2,(38:1;O2),38,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:1;O2),10.254,94292,6.68,F,GM2,(38:1;O2),38,1,O2,G,M,2,4,outlier,OAc_rule_violation,,,,,
GM2(38:1;O2),11.165,93793,6.68,F,GM2,(38:1;O2),38,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(38:2;O2),9.717,11136,5.74,F,GM2,(38:2;O2),38,2,O2,G,M,2,4,outlier,sugar_count_rule,,,,,
GM2(39:1;O2),11.486,9120,7.22,F,GM2,(39:1;O2),39,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(40:1;O2),12.185,35055,7.76,F,GM2,(40:1;O2),40,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM2(40:1;O2),13.034,15393,7.76,F,GM2,(40:1;O2),40,1,O2,G,M,2,4,outlier,no_linear_relationship,,,,,
GM3(34:1;O2),7.589,166348,6.66,F,GM3,(34:1;O2),34,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(34:1;O2),8.501,131601,6.66,F,GM3,(34:1;O2),34,1,O2,G,M,3,3,outlier,sugar_count_rule,,,,,
GM3(34:1;O2),8.996,21084,6.66,F,GM3,(34:1;O2),34,1,O2,G,M,3,3,outlier,sugar_count_rule,,,,,
GM3(35:1;O2),8.381,48185,7.2,F,GM3,(35:1;O2),35,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(36:0;O2),9.816,689735,8.25,F,GM3,(36:0;O2),36,0,O2,G,M,3,3,outlier,sugar_count_rule,,,,,
GM3(36:1;O2),9.145,12303844,7.74,F,GM3,(36:1;O2),36,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(36:1;O2),10.068,5459983,7.74,F,GM3,(36:1;O2),36,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(36:1;O2),10.606,575457,7.74,T,GM3,(36:1;O2),36,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(36:1;O2),8.468,460014,7.74,F,GM3,(36:1;O2),36,1,O2,G,M,3,3,outlier,OAc_rule_violation,,,,,
GM3(36:1;O2),8.736,321971,7.74,F,GM3,(36:1;O2),36,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(36:2;O2),8.098,376474,6.81,F,GM3,(36:2;O2),36,2,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(36:2;O2),8.992,175125,6.81,F,GM3,(36:2;O2),36,2,O2,G,M,3,3,outlier,sugar_count_rule,,,,,
GM3(38:1;O2),10.693,8948889,8.82,F,GM3,(38:1;O2),38,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(38:1;O2),11.584,3806874,8.82,T,GM3,(38:1;O2),38,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(38:1;O2),10.252,296424,8.82,F,GM3,(38:1;O2),38,1,O2,G,M,3,3,outlier,OAc_rule_violation,,,,,
GM3(38:1;O2),9.99,273371,8.82,F,GM3,(38:1;O2),38,1,O2,G,M,3,3,outlier,OAc_rule_violation,,,,,
GM3(38:1;O2),12.106,129317,8.82,F,GM3,(38:1;O2),38,1,O2,G,M,3,3,outlier,sugar_count_rule,,,,,
GM3(40:1;O2),12.186,287254,9.91,F,GM3,(40:1;O2),40,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(40:1;O2),13.008,110771,9.91,F,GM3,(40:1;O2),40,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(41:1;O2),12.904,9468,10.45,F,GM3,(41:1;O2),41,1,O2,G,M,3,3,outlier,no_linear_relationship,,,,,
GM3(42:1;O2),14.317,21406,10.99,F,GM3,(42:1;O2),42,1,O2,G,M,3,3,true,,GM3_ac_42_O2,,1.0000,RT = 1.1753 * LogP + 1.4008,1.0000e+00
GM3(42:2;O2),13.224,62005,10.06,F,GM3,(42:2;O2),42,2,O2,G,M,3,3,outlier,sugar_count_rule,GM3_ac_42_O2,,1.0000,RT = 1.1753 * LogP + 1.4008,1.0000e+00
GM4(36:1;O2),13.867,45568,9.88,F,GM4,(36:1;O2),36,1,O2,G,M,4,2,outlier,no_linear_relationship,,,,,
GP1(36:1;O2),7.851,94796,-5.88,F,GP1,(36:1;O2),36,1,O2,G,P,1,9,outlier,isomer_rule,,,,,
GP1(36:1;O2),8.114,1635931,-5.88,F,GP1,(36:1;O2),36,1,O2,G,P,1,9,true,,,,,,
GP1(38:1;O2),9.376,80904,-4.8,F,GP1,(38:1;O2),38,1,O2,G,P,1,9,outlier,no_linear_relationship,,,,,
GP1+2OAc(36:1;O2),8.218,208179,-4.73,F,GP1+2OAc,(36:1;O2),36,1,O2,G,P,1,9,outlier,sugar_count_rule,GP1+2OAc_bc_1_O2,,1.0000,RT = 1.4046 * LogP + 14.8619,1.0000e+00
GP1+2OAc(38:1;O2),9.735,75125,-3.65,F,GP1+2OAc,(38:1;O2),38,1,O2,G,P,1,9,outlier,sugar_count_rule,GP1+2OAc_bc_1_O2,,1.0000,RT = 1.4046 * LogP + 14.8619,1.0000e+00
GP1+OAc(36:1;O2),7.894,51484,-5.31,F,GP1+OAc,(36:1;O2),36,1,O2,G,P,1,9,outlier,sugar_count_rule,,,,,
GP1+OAc(38:1;O2),9.686,1123736,-4.23,F,GP1+OAc,(38:1;O2),38,1,O2,G,P,1,9,true,,,,,,
GP1+OAc(38:1;O2),9.421,37047,-4.23,F,GP1+OAc,(38:1;O2),38,1,O2,G,P,1,9,outlier,isomer_rule,,,,,
GQ1(34:1;O2),6.821,174123,-4.5,F,GQ1,(34:1;O2),34,1,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1(36:0;O2),8.962,413000,-2.9,F,GQ1,(36:0;O2),36,0,O2,G,Q,1,8,true,,GP1_series_(36:0;O2),GP1_series,1.0000,RT = 0.1551 * LogP + 9.4117,1.0000e+00
GQ1(36:0;O3),8.352,361850,-4.06,F,GQ1,(36:0;O3),36,0,O3,G,Q,1,8,true,,,,,,
GQ1(36:0;O3),7.721,33321,-4.06,F,GQ1,(36:0;O3),36,0,O3,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1(36:1;O2),8.384,7821652,-3.41,T,GQ1,(36:1;O2),36,1,O2,G,Q,1,8,true,,,,,,
GQ1(36:1;O2),8.101,956504,-3.41,F,GQ1,(36:1;O2),36,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1(36:2;O2),7.319,334430,-4.35,F,GQ1,(36:2;O2),36,2,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1(37:1;O2),9.08,912201,-2.87,F,GQ1,(37:1;O2),37,1,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1(38:0;O2),10.499,357036,-1.81,F,GQ1,(38:0;O2),38,0,O2,G,Q,1,8,true,,GP1_series_(38:0;O2),GP1_series,1.0000,RT = 0.1514 * LogP + 10.7731,1.0000e+00
GQ1(38:1;O2),9.916,8406161,-2.33,T,GQ1,(38:1;O2),38,1,O2,G,Q,1,8,true,,,,,,
GQ1(38:1;O2),9.625,744887,-2.33,F,GQ1,(38:1;O2),38,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1(38:2;O2),8.922,95106,-3.27,F,GQ1,(38:2;O2),38,2,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1(40:1;O2),11.406,402218,-1.25,F,GQ1,(40:1;O2),40,1,O2,G,Q,1,8,true,,GP1_series_(40:1;O2),GP1_series,1.0000,RT = 0.1470 * LogP + 11.5897,1.0000e+00
GQ1(40:3;O2),10.499,155197,-3.11,F,GQ1,(40:3;O2),40,3,O2,G,Q,1,8,true,,GP1_series_(40:3;O2),GP1_series,1.0000,RT = 0.1518 * LogP + 10.9712,1.0000e+00
GQ1(42:1;O2),12.823,95185,-0.16,F,GQ1,(42:1;O2),42,1,O2,G,Q,1,8,true,,GP1_series_(42:1;O2),GP1_series,1.0000,RT = 0.1316 * LogP + 12.8441,1.0000e+00
GQ1(42:2;O2),11.699,213650,-1.1,F,GQ1,(42:2;O2),42,2,O2,G,Q,1,8,true,,GP1_series_(42:2;O2),GP1_series,1.0000,RT = 0.1215 * LogP + 11.8326,1.0000e+00
GQ1+2OAc(34:2;O2),6.966,57166,-4.28,F,GQ1+2OAc,(34:2;O2),34,2,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1+2OAc(36:1;O2),8.52,4607731,-2.27,F,GQ1+2OAc,(36:1;O2),36,1,O2,G,Q,1,8,true,,,,,,
GQ1+2OAc(36:1;O2),7.432,31595,-2.27,F,GQ1+2OAc,(36:1;O2),36,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1+2OAc(36:2;O2),7.472,66576,-3.2,F,GQ1+2OAc,(36:2;O2),36,2,O2,G,Q,1,8,outlier,sugar_count_rule,,,,,
GQ1+2OAc(37:1;O2),11.457,315309,-1.73,F,GQ1+2OAc,(37:1;O2),37,1,O2,G,Q,1,8,true,,,,,,
GQ1+2OAc(37:1;O2),9.301,66919,-1.73,F,GQ1+2OAc,(37:1;O2),37,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1+2OAc(38:1;O2),10.073,1979798,-1.18,F,GQ1+2OAc,(38:1;O2),38,1,O2,G,Q,1,8,outlier,OAc_rule_violation,,,,,
GQ1+2OAc(39:1;O2),8.519,15693,-0.65,F,GQ1+2OAc,(39:1;O2),39,1,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1+2OAc(40:1;O2),11.621,66171,-0.1,F,GQ1+2OAc,(40:1;O2),40,1,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1+2OAc(41:1;O2),12.311,60959,0.43,F,GQ1+2OAc,(41:1;O2),41,1,O2,G,Q,1,8,outlier,sugar_count_rule,,,,,
GQ1+2OAc(42:2;O2),11.858,83002,0.04,F,GQ1+2OAc,(42:2;O2),42,2,O2,G,Q,1,8,outlier,sugar_count_rule,,,,,
GQ1+OAc(34:1;O2),6.872,98970,-3.92,F,GQ1+OAc,(34:1;O2),34,1,O2,G,Q,1,8,outlier,sugar_count_rule,,,,,
GQ1+OAc(36:0;O2),9.841,1123610,-2.32,F,GQ1+OAc,(36:0;O2),36,0,O2,G,Q,1,8,true,,,,,,
GQ1+OAc(36:0;O2),8.998,179822,-2.32,F,GQ1+OAc,(36:0;O2),36,0,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1+OAc(36:1;O2),8.454,7375650,-2.84,T,GQ1+OAc,(36:1;O2),36,1,O2,G,Q,1,8,true,,,,,,
GQ1+OAc(36:1;O2),8.133,441615,-2.84,F,GQ1+OAc,(36:1;O2),36,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1+OAc(36:2;O2),7.377,164969,-3.77,F,GQ1+OAc,(36:2;O2),36,2,O2,G,Q,1,8,outlier,sugar_count_rule,,,,,
GQ1+OAc(38:1;O2),9.988,6771206,-1.76,T,GQ1+OAc,(38:1;O2),38,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1+OAc(38:1;O2),9.664,230383,-1.76,F,GQ1+OAc,(38:1;O2),38,1,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GQ1+OAc(38:1;O2),12.167,186997,-1.76,F,GQ1+OAc,(38:1;O2),38,1,O2,G,Q,1,8,true,,,,,,
GQ1+OAc(40:2;O2),8.019,60914,-2.69,F,GQ1+OAc,(40:2;O2),40,2,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1+OAc(41:1;O2),12.231,141810,-0.14,F,GQ1+OAc,(41:1;O2),41,1,O2,G,Q,1,8,outlier,no_linear_relationship,,,,,
GQ1+OAc(42:1;O2),12.882,51879,0.41,F,GQ1+OAc,(42:1;O2),42,1,O2,G,Q,1,8,outlier,sugar_count_rule,,,,,
GQ1+OAc(42:2;O2),11.772,90929,-1.61,F,GQ1+OAc,(42:2;O2),42,2,O2,G,Q,1,8,true,sugar_count_rule,,,,,
GQ1+OAc(42:2;O2),9.523,34226,-1.61,F,GQ1+OAc,(42:2;O2),42,2,O2,G,Q,1,8,outlier,isomer_rule,,,,,
GT1(34:0;O2),3.949,107509,-1.51,F,GT1,(34:0;O2),34,0,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(34:0;O2),7.755,31228,-1.51,F,GT1,(34:0;O2),34,0,O2,G,T,1,7,true,,,,,,
GT1(34:1;O2),7.157,704378,-2.03,F,GT1,(34:1;O2),34,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(34:1;O2),8.938,86300,-2.03,F,GT1,(34:1;O2),34,1,O2,G,T,1,7,true,,,,,,
GT1(35:1;O2),7.958,214337,-1.49,F,GT1,(35:1;O2),35,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(35:1;O2),9.746,17743,-1.49,F,GT1,(35:1;O2),35,1,O2,G,T,1,7,true,,,,,,
GT1(36:0;O2),9.345,3481388,-0.43,F,GT1,(36:0;O2),36,0,O2,G,T,1,7,true,,GP1_series_(36:0;O2),GP1_series,1.0000,RT = 0.1551 * LogP + 9.4117,1.0000e+00
GT1(36:0;O3),8.058,606183,-1.59,F,GT1,(36:0;O3),36,0,O3,G,T,1,7,outlier,isomer_rule,,,,,
GT1(36:0;O3),9.314,88762,-1.59,F,GT1,(36:0;O3),36,0,O3,G,T,1,7,true,,,,,,
GT1(36:1;O2),8.701,56308300,-0.94,T,GT1,(36:1;O2),36,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(36:1;O2),9.295,360645,-0.94,F,GT1,(36:1;O2),36,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(36:1;O2),10.482,365298,-0.94,F,GT1,(36:1;O2),36,1,O2,G,T,1,7,true,,,,,,
GT1(36:2;O2),7.661,1436672,-1.88,F,GT1,(36:2;O2),36,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(36:2;O2),8.636,89461,-1.88,F,GT1,(36:2;O2),36,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(36:2;O2),8.44,24059,-1.88,F,GT1,(36:2;O2),36,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(36:2;O2),9.0,495016,-1.88,F,GT1,(36:2;O2),36,2,O2,G,T,1,7,true,,,,,,
GT1(37:1;O2),9.525,1517795,-0.41,F,GT1,(37:1;O2),37,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(37:1;O2),7.195,209351,-0.41,F,GT1,(37:1;O2),37,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(37:1;O2),9.055,31816,-0.41,F,GT1,(37:1;O2),37,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(37:1;O2),9.294,17414,-0.41,F,GT1,(37:1;O2),37,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(37:1;O2),11.258,13226,-0.41,F,GT1,(37:1;O2),37,1,O2,G,T,1,7,true,,,,,,
GT1(37:2;O2),12.025,23420,-1.33,F,GT1,(37:2;O2),37,2,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1(38:0;O2),10.873,3967557,0.66,F,GT1,(38:0;O2),38,0,O2,G,T,1,7,true,,GP1_series_(38:0;O2),GP1_series,1.0000,RT = 0.1514 * LogP + 10.7731,1.0000e+00
GT1(38:0;O3),9.626,426918,-0.5,F,GT1,(38:0;O3),38,0,O3,G,T,1,7,outlier,isomer_rule,,,,,
GT1(38:0;O3),10.855,127208,-0.5,F,GT1,(38:0;O3),38,0,O3,G,T,1,7,true,,,,,,
GT1(38:0;O3),9.984,63765,-0.5,F,GT1,(38:0;O3),38,0,O3,G,T,1,7,outlier,isomer_rule,,,,,
GT1(38:1;O2),10.244,52876808,0.14,T,GT1,(38:1;O2),38,1,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1(38:2;O2),9.313,1085244,-0.79,F,GT1,(38:2;O2),38,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(38:2;O2),9.072,184937,-0.79,F,GT1,(38:2;O2),38,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(38:2;O2),9.985,50201,-0.79,F,GT1,(38:2;O2),38,2,O2,G,T,1,7,true,,,,,,
GT1(39:1;O2),11.047,860893,0.67,F,GT1,(39:1;O2),39,1,O2,G,T,1,7,true,,,,,,
GT1(39:1;O2),10.598,134688,0.67,F,GT1,(39:1;O2),39,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(40:0;O2),12.298,121251,1.74,F,GT1,(40:0;O2),40,0,O2,G,T,1,7,true,,,,,,
GT1(40:0;O2),10.958,26124,1.74,F,GT1,(40:0;O2),40,0,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1(40:1;O2),11.769,3162596,1.22,T,GT1,(40:1;O2),40,1,O2,G,T,1,7,true,,GP1_series_(40:1;O2),GP1_series,1.0000,RT = 0.1470 * LogP + 11.5897,1.0000e+00
GT1(40:3;O2),10.874,1091670,-0.64,F,GT1,(40:3;O2),40,3,O2,G,T,1,7,true,,GP1_series_(40:3;O2),GP1_series,1.0000,RT = 0.1518 * LogP + 10.9712,1.0000e+00
GT1(41:1;O2),12.515,327786,1.77,F,GT1,(41:1;O2),41,1,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1(42:1;O2),13.148,270737,2.31,F,GT1,(42:1;O2),42,1,O2,G,T,1,7,true,,GP1_series_(42:1;O2),GP1_series,1.0000,RT = 0.1316 * LogP + 12.8441,1.0000e+00
GT1(42:2;O2),11.999,289179,1.37,F,GT1,(42:2;O2),42,2,O2,G,T,1,7,true,,GP1_series_(42:2;O2),GP1_series,1.0000,RT = 0.1215 * LogP + 11.8326,1.0000e+00
GT1(42:3;O2),12.298,48385,0.44,F,GT1,(42:3;O2),42,3,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1(43:2;O2),12.667,52368,1.92,F,GT1,(43:2;O2),43,2,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1(44:1;O2),14.325,21390,3.39,F,GT1,(44:1;O2),44,1,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1(44:2;O2),13.256,85302,2.46,F,GT1,(44:2;O2),44,2,O2,G,T,1,7,outlier,no_linear_relationship,,,,,
GT1+2OAc(36:1;O2),8.818,385650,0.21,F,GT1+2OAc,(36:1;O2),36,1,O2,G,T,1,7,outlier,OAc_rule_violation,GT1+2OAc_bc_1_O2,,1.0000,RT = 1.4204 * LogP + 8.5197,1.0000e+00
GT1+2OAc(36:2;O2),8.613,99268,-0.73,F,GT1+2OAc,(36:2;O2),36,2,O2,G,T,1,7,true,,,,,,
GT1+2OAc(36:2;O2),8.113,37040,-0.73,F,GT1+2OAc,(36:2;O2),36,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+2OAc(38:1;O2),10.352,346396,1.29,F,GT1+2OAc,(38:1;O2),38,1,O2,G,T,1,7,outlier,OAc_rule_violation,GT1+2OAc_bc_1_O2,,1.0000,RT = 1.4204 * LogP + 8.5197,1.0000e+00
GT1+HexNAc(36:1;O2),8.612,440146,-3.09,F,GT1+HexNAc,(36:1;O2),36,1,O2,G,T,1,8,outlier,isomer_rule,,,,,
GT1+HexNAc(36:1;O2),8.823,31092,-3.09,F,GT1+HexNAc,(36:1;O2),36,1,O2,G,T,1,8,true,,,,,,
GT1+HexNAc(38:1;O2),10.156,249715,-2.01,F,GT1+HexNAc,(38:1;O2),38,1,O2,G,T,1,8,outlier,isomer_rule,,,,,
GT1+HexNAc(38:1;O2),10.363,34523,-2.01,F,GT1+HexNAc,(38:1;O2),38,1,O2,G,T,1,8,true,,,,,,
GT1+HexNAc(41:1;O2),10.179,95611,-0.39,F,GT1+HexNAc,(41:1;O2),41,1,O2,G,T,1,8,outlier,OAc_rule_violation,,,,,
GT1+HexNAc+OAc(36:1;O2),8.627,127748,-2.51,F,GT1+HexNAc+OAc,(36:1;O2),36,1,O2,G,T,1,8,outlier,isomer_rule,,,,,
GT1+HexNAc+OAc(36:1;O2),8.867,16125,-2.51,F,GT1+HexNAc+OAc,(36:1;O2),36,1,O2,G,T,1,8,true,,,,,,
GT1+OAc(36:0;O2),10.169,1872777,0.15,F,GT1+OAc,(36:0;O2),36,0,O2,G,T,1,7,true,,,,,,
GT1+OAc(36:0;O2),9.402,333298,0.15,F,GT1+OAc,(36:0;O2),36,0,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(36:0;O2),5.546,15534,0.15,F,GT1+OAc,(36:0;O2),36,0,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(36:1;O2),8.802,11228448,-0.37,T,GT1+OAc,(36:1;O2),36,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(36:1;O2),9.385,234912,-0.37,F,GT1+OAc,(36:1;O2),36,1,O2,G,T,1,7,true,sugar_count_rule,,,,,
GT1+OAc(36:2;O2),7.738,231485,-1.3,F,GT1+OAc,(36:2;O2),36,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(36:2;O2),8.056,150524,-1.3,F,GT1+OAc,(36:2;O2),36,2,O2,G,T,1,7,true,OAc_rule_violation,,,,,
GT1+OAc(38:0;O2),10.932,352740,1.23,F,GT1+OAc,(38:0;O2),38,0,O2,G,T,1,7,outlier,sugar_count_rule,,,,,
GT1+OAc(38:1;O2),10.333,12046494,0.71,T,GT1+OAc,(38:1;O2),38,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(38:1;O2),10.906,138781,0.71,F,GT1+OAc,(38:1;O2),38,1,O2,G,T,1,7,true,,,,,,
GT1+OAc(38:2;O2),9.357,193546,-0.23,F,GT1+OAc,(38:2;O2),38,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(38:2;O2),9.623,102365,-0.23,F,GT1+OAc,(38:2;O2),38,2,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(38:2;O2),11.313,81041,-0.23,F,GT1+OAc,(38:2;O2),38,2,O2,G,T,1,7,true,,,,,,
GT1+OAc(39:1;O2),11.068,160331,1.25,F,GT1+OAc,(39:1;O2),39,1,O2,G,T,1,7,outlier,sugar_count_rule,,,,,
GT1+OAc(40:1;O2),11.826,392058,1.8,F,GT1+OAc,(40:1;O2),40,1,O2,G,T,1,7,outlier,isomer_rule,,,,,
GT1+OAc(40:1;O2),13.74,72861,1.8,F,GT1+OAc,(40:1;O2),40,1,O2,G,T,1,7,true,,,,,,
GT1+OAc(41:1;O2),12.572,61598,2.33,F,GT1+OAc,(41:1;O2),41,1,O2,G,T,1,7,outlier,sugar_count_rule,,,,,
GT3(36:1;O2),9.599,293598,2.8,F,GT3,(36:1;O2),36,1,O2,G,T,3,5,outlier,no_linear_relationship,,,,,
GT3(38:1;O2),11.126,41567,3.88,F,GT3,(38:1;O2),38,1,O2,G,T,3,5,outlier,no_linear_relationship,,,,,
GT3(40:1;O2),9.988,170413,4.95,F,GT3,(40:1;O2),40,1,O2,G,T,3,5,outlier,no_linear_relationship,,,,,
GT3(40:1;O2),8.704,51541,4.95,F,GT3,(40:1;O2),40,1,O2,G,T,3,5,outlier,OAc_rule_violation,,,,,
GT3(40:1;O2),12.596,14940,4.95,F,GT3,(40:1;O2),40,1,O2,G,T,3,5,outlier,no_linear_relationship,,,,,
GT3(42:1;O2),11.494,272774,6.04,F,GT3,(42:1;O2),42,1,O2,G,T,3,5,true,,GT3_ac_42_O2,,1.0000,RT = -1.3681 * LogP + 19.7572,1.0000e+00
GT3(42:2;O2),12.78,12036,5.1,F,GT3,(42:2;O2),42,2,O2,G,T,3,5,true,,GT3_ac_42_O2,,1.0000,RT = -1.3681 * LogP + 19.7572,1.0000e+00
GT3(44:1;O2),13.355,21829,7.12,F,GT3,(44:1;O2),44,1,O2,G,T,3,5,true,,GT3_ac_44_O2,,1.0000,RT = 3.7670 * LogP + -13.4662,1.0000e+00
GT3(44:2;O2),9.814,994063,6.18,F,GT3,(44:2;O2),44,2,O2,G,T,3,5,true,,GT3_ac_44_O2,,1.0000,RT = 3.7670 * LogP + -13.4662,1.0000e+00
